202;...2;...3;...4;codes;category;scheme;pre1;pre2;pre3;phrase;feature;subst;ar;regex;repl;regexcor;test;version;regxmean
136;136;136;64;9ck 0 subj.;2;9;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;9ck 0 subj\.;test3;v2_9;11
137;137;137;84;90 subj;2;9;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;90 subj;test3;v2_9;7
138;138;138;129;90 subj;2;9;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;90 subj;test3;v2_9;7
139;139;139;138;90 subj;2;9;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;90 subj;test3;v2_9;7
140;140;140;NA;#90 subj#;2;1;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;#90 subj#;test3;v2_9;9
141;141;141;NA;#90 subj;2;1;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;#90 subj;test3;v2_9;8
142;142;142;NA;#90 sub#;2;1;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;#90 sub#;test3;v2_9;8
143;143;143;NA;#9 0 subj#;2;1;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;#9 0 subj#;test3;v2_9;10
144;144;144;NA;#90 subj.#;2;1;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;#90 subj\.#;test3;v2_9;NA
145;145;145;73;90 verb;2;9;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;90 verb;test3;v2_9;7
146;146;146;NA;#90 verb#;2;1;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;#90 verb#;test3;v2_9;9
147;147;147;NA;#9nst verb#;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;#9nst verb#;test3;v2_9;11
148;148;148;112;9nst w;1;9;%;N;WD;nonstandard;word;%NWD: nonstandard word;50;(9nst w);%#%;9nst w;test3;v2_9;6
149;149;149;81;9w o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w o\.;test3;v2_9;5
150;150;150;115;9w.o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w\.o\.;test3;v2_9;5
151;151;151;134;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
152;152;152;143;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
153;153;153;153;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
154;154;154;NA;#9nst w.o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w\.o\.#;test3;v2_9;11
155;155;155;NA;#9nst w o#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o#;test3;v2_9;10
156;156;156;NA;#9nst w o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o\.#;test3;v2_9;11
157;157;157;NA;#9nst w o. #;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o\. #;test3;v2_9;12
200;NA;NA;NA;#90 aux?#;2;1;%;0;AU;zero;auxiliary;%0AU: zero auxiliary;6;(#90 aux #)|(#90 aux\?#)|(90 aux);%#%;#90 aux\?#;NA;v2_9;9
NA;NA;NA;NA;<#0AR#>;2;1;%;0;AR;zero;article;%0AR: zero article;4;(prep 90 art#)|(90 art#)|(# 90 art\.)|(prep 90 art#)|(90 art#)|(90 art)|(90 art)|(90 art)|(#90 art)|(90 art\.)|(#90 art\.#)|(#90 art#)|(#9 0 art#)|(#0 art#)|(#90 art\?#)|(<#0AR#>)|(90  art);%#%;<#0AR#>;NA;v2_9;NA
NA;NA;NA;NA;<#NAR#>;1;1;%;N;AR;nonstandard;article;%NAR: nonstandard article;5;(#9nst art#)|(<#NAR#>)|(9nst art);%#%;<#NAR#>;NA;v2_9;NA
NA;NA;NA;NA;9nst art;1;NA;%;N;AR;nonstandard;article;%NAR: nonstandard article;5;(#9nst art#)|(<#NAR#>)|(9nst art);%#%;9nst art;NA;v2_9;8
NA;NA;NA;NA;90  art;1;NA;%;0;AR;zero;article;%0AR: zero article;4;(prep 90 art#)|(90 art#)|(# 90 art\.)|(prep 90 art#)|(90 art#)|(90 art)|(90 art)|(90 art)|(#90 art)|(90 art\.)|(#90 art\.#)|(#90 art#)|(#9 0 art#)|(#0 art#)|(#90 art\?#)|(<#0AR#>)|(90  art);%#%;90  art;NA;v2_9;7
NA;NA;NA;NA;90 aux;1;NA;%;0;AU;zero;auxiliary;%0AU: zero auxiliary;6;(#90 aux #)|(#90 aux\?#)|(90 aux);%#%;90 aux;NA;v2_9;6
NA;NA;NA;NA;9nst aux;1;NA;%;N;AU;nonstandard;auxiliary;%NAU: nonstandard auxiliary;52;(9nst aux);%#%;9nst aux;NA;v2_9;8
NA;NA;NA;NA;<#NCA#>;1;NA;%;N;CA;nonstandard;case marking;%NCA: nonstandard case marking;53;(<#NCA#>);%#%;<#NCA#>;NA;v2_9;NA
NA;NA;NA;NA;#9nst compar#;1;NA;%;N;CM;nonstandard;comparison;%NCM: nonstandard comparison;7;(#9nst compar\.#)|(#9nst compar#)|(#9nst compar#)|(9nst compar);%#%;#9nst compar#;NA;v2_9;13
NA;NA;NA;NA;9nst compar;1;NA;%;N;CM;nonstandard;comparison;%NCM: nonstandard comparison;7;(#9nst compar\.#)|(#9nst compar#)|(#9nst compar#)|(9nst compar);%#%;9nst compar;NA;v2_9;11
NA;NA;NA;NA;90 cop;1;NA;%;0;CP;zero;copula;%0CP: zero copula;9;(90 cop\.)|(#90 cop#)|(#90 cop\?#)|(#9 0 cop#)|(90 cop);%#%;90 cop;NA;v2_9;6
NA;NA;NA;NA;cop is/s;1;NA;%;N;CP;nonstandard;copula;%NCP: nonstandard copula;54;(cop is/s);%#%;cop is/s;NA;v2_9;8
NA;NA;NA;NA;<#REP#>;1;NA;%;R;EP;repair;NA;%REP: repair NA;55;(<#REP#>);%#%;<#REP#>;NA;v2_9;NA
NA;NA;NA;NA;9nst existential;1;NA;%;N;EX;nonstandard;existential;%NEX: nonstandard existential;12;(#9nst existential#)|(9nst ext#)|(9nst ext#)|(9nst existential);%#%;9nst existential;NA;v2_9;16
NA;NA;NA;NA;90 existential;1;NA;%;0;EX;zero;existential;%0EX: zero existential;11;(#9 0 existential#)|(90 existential);%#%;90 existential;NA;v2_9;14
NA;NA;NA;NA;9ns gen;1;NA;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;14;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;9ns gen;NA;v2_9;7
NA;NA;NA;NA;#90 modal?#;1;NA;%;0;MD;zero;modal;%0MD: zero modal;56;(#90 modal\?#)|(90 modal);%#%;#90 modal\?#;NA;v2_9;11
NA;NA;NA;NA;90 modal;1;NA;%;0;MD;zero;modal;%0MD: zero modal;56;(#90 modal\?#)|(90 modal);%#%;90 modal;NA;v2_9;8
NA;NA;NA;NA;<#NMO#>;1;1;%;N;MO;nonstandard;morphem;%NMO: nonstandard morphem;57;(<#NMO#>);%#%;<#NMO#>;NA;v2_9;NA
NA;NA;NA;NA;9nst modal;1;NA;%;N;MD;nonstandard;modal;%NMD: nonstandard modal;58;(9nst modal);%#%;9nst modal;NA;v2_9;10
NA;NA;NA;NA;9neg;1;NA;%;N;NN;nonstandard;negation;%NNN: nonstandard negation;59;(9neg);%#%;9neg;NA;v2_9;4
NA;NA;NA;NA;9wohl/woll;3;NA;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;13;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;9wohl/woll;NA;v2_9;10
NA;NA;NA;NA;<#0OB#>;2;1;%;0;OB;zero;object;%0OB: zero object;16;(90 obj)|(90 obj)|(#90 obj#)|(#90 obj\.#)|(<#0OB#>);%#%;<#0OB#>;NA;v2_9;NA
NA;NA;NA;NA;#com: tape interrupted#;3;NA;%;C;OM;cmnt;tape interrupted;%COM: cmnt tape interrupted;60;(#com: tape interrupted#);%#%;#com: tape interrupted#;NA;v2_9;23
NA;NA;NA;NA;#com: Luecke#;3;NA;%;C;OM;cmnt;gap;%COM: cmnt gap;61;(#com: Luecke#);%#%;#com: Luecke#;NA;v2_9;13
NA;NA;NA;NA;#ahmt die Mundform nach#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;62;(#ahmt die Mundform nach#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9doesn't comprehend passive);%#%;#ahmt die Mundform nach#;NA;v2_9;24
NA;NA;NA;NA;#Bewegung der Hanteln#;3;NA;%;C;OM;cmnt;movement;%COM: cmnt movement;63;(#Bewegung der Hanteln#);%#%;#Bewegung der Hanteln#;NA;v2_9;22
NA;NA;NA;NA;#die zeigt auf den dicken Mann#;3;NA;%;C;OM;cmnt;showing;%COM: cmnt showing;32;(#zeigt auf Besen#)|(#zeigt auf ihre Locken#)|(# zeigt #)|(#die zeigt auf den dicken Mann#)|(#zeigt richtig#);%#%;#die zeigt auf den dicken Mann#;NA;v2_9;31
NA;NA;NA;NA;#zeigt richtig#;3;NA;%;C;OM;cmnt;showing;%COM: cmnt showing;32;(#zeigt auf Besen#)|(#zeigt auf ihre Locken#)|(# zeigt #)|(#die zeigt auf den dicken Mann#)|(#zeigt richtig#);%#%;#zeigt richtig#;NA;v2_9;15
NA;NA;NA;NA;#Streicheln#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;62;(#ahmt die Mundform nach#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9doesn't comprehend passive);%#%;#Streicheln#;NA;v2_9;12
NA;NA;NA;NA;#seufzen#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;62;(#ahmt die Mundform nach#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9doesn't comprehend passive);%#%;#seufzen#;NA;v2_9;9
NA;NA;NA;NA;9ck Q or S;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;62;(#ahmt die Mundform nach#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9doesn't comprehend passive);%#%;9ck Q or S;NA;v2_9;10
NA;NA;NA;NA;9check tape for speaker;3;NA;%;C;OM;cmnt;chk tape;%COM: cmnt chk tape;64;(9check tape for speaker);%#%;9check tape for speaker;NA;v2_9;23
NA;NA;NA;NA;unklar;3;NA;%;C;OM;cmnt;unclear;%COM: cmnt unclear;34;(#unklar#)|(unklar)|(unverstaenglich);%#%;unklar;NA;v2_9;6
NA;NA;NA;NA;unverstaenglich;3;NA;%;C;OM;cmnt;unclear;%COM: cmnt unclear;34;(#unklar#)|(unklar)|(unverstaenglich);%#%;unverstaenglich;NA;v2_9;15
NA;NA;NA;NA;9doesn't comprehend passive;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;62;(#ahmt die Mundform nach#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9doesn't comprehend passive);%#%;9doesn't comprehend passive;NA;v2_9;27
NA;NA;NA;NA;9nst passive;1;NA;%;N;PA;nonstandard;passive;%NPA: nonstandard passive;65;(9nst passive);%#%;9nst passive;NA;v2_9;12
NA;NA;NA;NA;90 predicate;1;NA;%;0;PD;zero;predicate;%0PD: zero predicate;66;(90 predicate);%#%;90 predicate;NA;v2_9;12
NA;NA;NA;NA;<#NPE#>;1;1;%;N;PE;nonstandard;person;%NPE: nonstandard person;39;(#9nst pers#)|(<#NPE#>)|(9nst pers);%#%;<#NPE#>;NA;v2_9;NA
NA;NA;NA;NA;9nst pers;1;NA;%;N;PE;nonstandard;person;%NPE: nonstandard person;39;(#9nst pers#)|(<#NPE#>)|(9nst pers);%#%;9nst pers;NA;v2_9;9
NA;NA;NA;NA;9no pl /num;1;NA;%;0;PN;zero;plural/numeral;%0PN: zero plural/numeral;36;(9no pl/num\.)|(#9no pl/num#)|(9no pl /num);%#%;9no pl /num;NA;v2_9;11
NA;NA;NA;NA;<#NPR#>;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;40;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;<#NPR#>;NA;v2_9;NA
NA;NA;NA;NA;9poss 0 element;1;NA;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;42;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#)|(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);%#%;9poss 0 element;NA;v2_9;15
NA;NA;NA;NA;9poss 0 rel;1;NA;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;42;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#)|(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);%#%;9poss 0 rel;NA;v2_9;11
NA;NA;NA;NA;9poss 0 cop;1;NA;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;42;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#)|(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);%#%;9poss 0 cop;NA;v2_9;11
NA;NA;NA;NA;<#NRL#>;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;<#NRL#>;NA;v2_9;NA
NA;NA;NA;NA;9rel;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9rel;NA;v2_9;4
NA;NA;NA;NA;9std rel except case;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9std rel except case;NA;v2_9;20
NA;NA;NA;NA;90 refl pro;1;NA;%;0;RP;zero;reflexive pronoun;%0RP: zero reflexive pronoun;67;(90 refl pro);%#%;90 refl pro;NA;v2_9;11
NA;NA;NA;NA;<#NSM#>;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;46;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;<#NSM#>;NA;v2_9;NA
NA;NA;NA;NA;<#NSU#>;1;1;%;N;SU;nonstandard;subject;%NSU: nonstandard subject;68;(<#NSU#>);%#%;<#NSU#>;NA;v2_9;NA
NA;NA;NA;NA;90  subj;1;NA;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;90  subj;NA;v2_9;8
NA;NA;NA;NA;<#NSY#>;1;1;%;N;SY;nonstandard;syntax;%NSY: nonstandard syntax;69;(<#NSY#>);%#%;<#NSY#>;NA;v2_9;NA
NA;NA;NA;NA;9vocab;1;NA;%;N;VC;nonstandard;vocab;%NVC: nonstandard vocab;70;(9vocab);%#%;9vocab;NA;v2_9;6
NA;NA;NA;NA;<#0VP#>;2;1;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;<#0VP#>;NA;v2_9;NA
NA;NA;NA;NA;<#NVP#>;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;<#NVP#>;NA;v2_9;NA
NA;NA;NA;NA;9verb;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;9verb;NA;v2_9;5
NA;NA;NA;NA;9nst verb form;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;9nst verb form;NA;v2_9;14
NA;NA;NA;NA;90 verb;1;NA;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;90 verb;NA;v2_9;7
NA;NA;NA;NA;9w o;1;NA;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w o;NA;v2_9;4
